,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,minSteps
0,noise0.067_softmaxBeta2.5_5,"[456, 903, 1364, 1823, 2277, 2725, 3179, 3630, 4080, 4533, 4981, 5434, 5881, 6335, 6818]","[(10, 13), [10, 12], [10, 11], [10, 10], [10, 9], [11, 10], [11, 9], [10, 9], [10, 8], [10, 7], [9, 7], [8, 7], [7, 6], [6, 6], [6, 5], [5, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0)]","[5, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0]",2,"(10, 13)","(2, 8)","(5, 5)",2
1,noise0.067_softmaxBeta2.5_5,"[457, 907, 1370, 1831, 2281, 2732, 3182, 3636, 4085, 4541, 4991, 5444, 5897, 6352]","[(3, 13), [3, 12], [3, 11], [4, 11], [5, 11], [5, 10], [6, 10], [7, 10], [7, 9], [8, 9], [9, 9], [9, 8], [10, 8], [11, 8], [12, 8]]","[(0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 2]",0,"(3, 13)","(8, 4)","(12, 8)",2
2,noise0.067_softmaxBeta2.5_5,"[453, 906, 1368, 1827, 2281, 2732, 3185, 3636, 4085, 4535, 4986, 5436, 5883, 6334, 6784, 7237, 7684]","[(2, 1), [3, 1], [3, 2], [4, 2], [4, 3], [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [5, 9], [5, 10], [6, 10], [7, 10]]","[(1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 0, 0]",1,"(2, 1)","(11, 6)","(7, 10)",6
3,noise0.067_softmaxBeta2.5_5,"[455, 902, 1362, 1825, 2276, 2727, 3175, 3626, 4073, 4521, 4966, 5415, 5863, 6311]","[(1, 1), [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [7, 3], [7, 4], [7, 5], [8, 5], [8, 6], [9, 6], [10, 6]]","[(1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1]",0,"(1, 1)","(10, 6)","(6, 10)",4
4,noise0.067_softmaxBeta2.5_5,"[453, 903, 1368, 1827, 2283, 2733, 3187, 3636, 4087, 4526, 4968, 5418, 5868, 6319, 6768, 7218, 7668, 8119]","[(2, 13), [3, 13], [3, 12], [3, 11], [4, 11], [4, 11], [4, 10], [4, 9], [4, 8], [4, 7], [5, 7], [6, 7], [5, 7], [5, 6], [5, 5], [5, 4], [6, 4], [6, 3], [7, 3]]","[(1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]","[5, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0]",2,"(2, 13)","(7, 3)","(12, 8)",6
5,noise0.067_softmaxBeta2.5_5,"[459, 915, 1388, 1857, 2312, 2792, 3248, 3701, 4157, 4612, 5067, 5519, 5974, 6425, 6879, 7332, 7786]","[(12, 1), [12, 2], [12, 3], [11, 3], [11, 4], [11, 5], [11, 6], [11, 7], [10, 7], [10, 8], [9, 8], [8, 7], [8, 8], [8, 9], [8, 10], [8, 11], [7, 11], [7, 12]]","[(0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1)]",[11],"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1]",1,"(12, 1)","(7, 12)","(1, 6)",4
6,noise0.067_softmaxBeta2.5_5,"[460, 917, 1382, 1841, 2295, 2747, 3201, 3653, 4108, 4557, 5011, 5464, 5916, 6368, 6820, 7273]","[(13, 12), [13, 11], [12, 11], [12, 10], [12, 9], [11, 9], [10, 9], [10, 8], [9, 8], [9, 7], [9, 6], [9, 5], [9, 4], [9, 3], [9, 2], [9, 1], [8, 1]]","[(0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0]",0,"(13, 12)","(2, 7)","(8, 1)",4
7,noise0.067_softmaxBeta2.5_5,"[455, 908, 1369, 1831, 2281, 2733, 3184, 3635, 4087, 4537, 4989, 5442, 5894, 6345, 6796, 7249, 7699, 8157, 8603, 9085]","[(13, 1), [13, 2], [13, 3], [12, 3], [11, 3], [11, 4], [10, 4], [9, 4], [9, 4], [9, 5], [8, 5], [9, 4], [9, 5], [8, 5], [7, 5], [6, 5], [5, 5], [4, 5], [3, 5], [2, 5], [2, 6]]","[(0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]","[8, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0]",2,"(13, 1)","(8, 12)","(2, 6)",10
8,noise0.067_softmaxBeta2.5_5,"[454, 911, 1379, 1849, 2304, 2759, 3210, 3664, 4119, 4572, 5030, 5484, 5943, 6395, 6883]","[(12, 1), [11, 1], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [9, 5], [8, 5], [8, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[10],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1,"(12, 1)","(7, 12)","(1, 6)",6
9,noise0.067_softmaxBeta2.5_5,"[458, 915, 1383, 1851, 2307, 2762, 3221, 3675, 4133, 4589, 5048, 5503, 5959, 6414, 6872, 7324]","[(12, 11), [12, 10], [13, 9], [13, 8], [13, 7], [12, 7], [12, 6], [12, 5], [12, 4], [11, 4], [10, 4], [9, 4], [9, 3], [8, 3], [7, 3], [7, 2], [7, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1)]",[2],"[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 2, 2]",1,"(12, 11)","(2, 6)","(7, 1)",4
10,noise0.067_softmaxBeta2.5_5,"[459, 918, 1385, 1861, 2316, 2775, 3231, 3693, 4183, 4643, 5103, 5562, 6019, 6479, 6939]","[(3, 4), [4, 4], [5, 4], [5, 5], [5, 6], [6, 6], [6, 7], [7, 7], [7, 6], [7, 7], [7, 8], [8, 9], [9, 9], [10, 9], [11, 9], [12, 9]]","[(1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[8, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",2,"(3, 4)","(12, 9)","(8, 13)",2
11,noise0.067_softmaxBeta2.5_5,"[457, 912, 1376, 1841, 2289, 2745, 3195, 3649, 4100, 4552, 5003, 5452, 5932, 6382, 6835]","[(1, 2), [1, 3], [1, 4], [2, 4], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [4, 9], [4, 10], [4, 11], [5, 11], [5, 12], [6, 12]]","[(0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 2, 0]",0,"(1, 2)","(11, 7)","(6, 12)",6
12,noise0.067_softmaxBeta2.5_5,"[458, 916, 1384, 1849, 2309, 2768, 3229, 3686, 4147, 4609, 5071, 5531, 6025, 6481, 6940, 7400]","[(9, 3), [8, 3], [7, 3], [7, 4], [7, 5], [6, 5], [5, 5], [5, 6], [4, 5], [4, 6], [5, 6], [5, 7], [5, 8], [5, 9], [4, 9], [4, 10], [4, 11]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1)]","[8, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",2,"(9, 3)","(4, 11)","(1, 8)",2
13,noise0.067_softmaxBeta2.5_5,"[461, 918, 1402, 1864, 2332, 2787, 3243, 3708, 4163, 4627, 5083, 5547, 6003, 6468]","[(11, 11), [11, 10], [11, 9], [10, 9], [9, 9], [8, 9], [7, 9], [7, 8], [6, 8], [5, 8], [5, 7], [4, 7], [3, 7], [3, 6], [2, 6]]","[(0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",0,"(11, 11)","(2, 6)","(6, 2)",2
14,noise0.067_softmaxBeta2.5_5,"[443, 886, 1340, 1791, 2226, 2664, 3097, 3531, 3972, 4407, 4842, 5279, 5715, 6150, 6584, 7021]","[(1, 3), [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [0, 12], [1, 12], [1, 13], [2, 13], [3, 13], [4, 13], [5, 13], [6, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[1],"[0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 0, 0, 0, 0]",1,"(1, 3)","(11, 8)","(6, 13)",6
15,noise0.067_softmaxBeta2.5_5,"[458, 908, 1371, 1829, 2278, 2728, 3183, 3633, 4087, 4538, 4994, 5443, 5897, 6347, 6799]","[(11, 1), [11, 2], [11, 3], [10, 3], [10, 3], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9], [9, 9], [8, 9], [7, 9], [7, 10], [6, 10]]","[(0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0]",1,"(11, 1)","(6, 10)","(2, 6)",4
