,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,minSteps
0,specailnoise0.067_softmaxBeta2.5_4,"[518, 995, 1478, 1958, 2434, 2910, 3386, 3859, 4336, 4810, 5289, 5765, 6243, 6720, 7205]","[(3, 3), [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6], [7, 7], [8, 7], [9, 7], [8, 8], [8, 9], [8, 10], [8, 11], [8, 12]]","[(0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2]",special,"(3, 3)","(12, 8)","(8, 12)",10
1,specailnoise0.067_softmaxBeta2.5_4,"[492, 990, 1484, 1968, 2449, 2931, 3413, 3893, 4374, 4856, 5371, 5861, 6359, 6847, 7345]","[(4, 4), [5, 4], [5, 5], [5, 6], [6, 6], [6, 7], [7, 7], [7, 8], [8, 8], [9, 8], [10, 8], [9, 9], [9, 10], [9, 11], [9, 12], [9, 13]]","[(1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2]",special,"(4, 4)","(13, 9)","(9, 13)",10
2,specailnoise0.067_softmaxBeta2.5_4,"[499, 992, 1486, 1974, 2460, 2944, 3430, 3927, 4431, 4931, 5421, 5909, 6432, 6928, 7413]","[(10, 3), [10, 4], [10, 5], [9, 5], [8, 5], [7, 5], [6, 5], [6, 6], [6, 7], [5, 7], [4, 7], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12]]","[(0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1]",special,"(10, 3)","(5, 12)","(1, 8)",10
3,specailnoise0.067_softmaxBeta2.5_4,"[482, 961, 1455, 1939, 2419, 2898, 3377, 3855, 4336, 4816, 5297, 5807, 6286, 6767, 7248, 7727]","[(12, 3), [11, 3], [11, 4], [11, 5], [10, 5], [9, 5], [9, 6], [8, 6], [8, 7], [7, 7], [7, 8], [7, 9], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12]]","[(-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",special,"(12, 3)","(7, 12)","(3, 8)",10
4,specailnoise0.067_softmaxBeta2.5_4,"[479, 962, 1449, 1931, 2409, 2900, 3378, 3854, 4331, 4813, 5308, 5806, 6287, 6763, 7238]","[(3, 13), [3, 12], [3, 11], [4, 11], [5, 11], [6, 11], [6, 10], [7, 10], [7, 9], [7, 8], [7, 7], [8, 8], [8, 7], [8, 6], [8, 5], [8, 4]]","[(0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",special,"(3, 13)","(8, 4)","(12, 8)",10
5,specailnoise0.067_softmaxBeta2.5_4,"[478, 955, 1440, 1919, 2395, 2871, 3365, 3866, 4351, 4857, 5334, 5808, 6285, 6810, 7312]","[(13, 3), [12, 3], [11, 3], [11, 4], [11, 5], [10, 5], [10, 6], [10, 7], [9, 7], [9, 8], [9, 9], [8, 8], [7, 8], [6, 8], [5, 8], [4, 8]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 2]",special,"(13, 3)","(8, 12)","(4, 8)",10
6,specailnoise0.067_softmaxBeta2.5_4,"[479, 962, 1455, 1937, 2415, 2892, 3384, 3901, 4378, 4855, 5331, 5807, 6284, 6762, 7253]","[(13, 10), [13, 9], [12, 9], [12, 8], [11, 8], [11, 7], [11, 6], [10, 6], [9, 6], [8, 6], [7, 6], [8, 5], [7, 5], [6, 5], [5, 5], [4, 5]]","[(0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",special,"(13, 10)","(4, 5)","(8, 1)",10
7,specailnoise0.067_softmaxBeta2.5_4,"[473, 945, 1423, 1900, 2371, 2857, 3350, 3829, 4302, 4777, 5253, 5729, 6202, 6678, 7183]","[(13, 3), [13, 4], [12, 4], [11, 4], [11, 5], [11, 6], [10, 6], [9, 6], [9, 7], [8, 7], [7, 7], [8, 8], [8, 9], [8, 10], [8, 11], [8, 12]]","[(0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1]",special,"(13, 3)","(8, 12)","(4, 8)",10
8,specailnoise0.067_softmaxBeta2.5_4,"[484, 970, 1465, 1966, 2473, 2980, 3467, 3948, 4430, 4910, 5393, 5873, 6376, 6910, 7417]","[(10, 3), [10, 4], [9, 4], [8, 4], [8, 5], [8, 6], [8, 7], [7, 7], [6, 7], [6, 8], [6, 9], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12]]","[(0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",special,"(10, 3)","(5, 12)","(1, 8)",10
9,specailnoise0.067_softmaxBeta2.5_4,"[479, 962, 1452, 1942, 2420, 2903, 3380, 3858, 4334, 4811, 5297, 5783, 6269, 6747, 7226]","[(11, 12), [11, 11], [10, 11], [9, 11], [9, 10], [9, 9], [9, 8], [8, 8], [7, 8], [7, 7], [7, 6], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7]]","[(0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 1, 1]",special,"(11, 12)","(2, 7)","(6, 3)",10
