,name,reactionTime,trajectory,aimAction,noisePoint,noiseNumber,playerGrid,target1,target2,minSteps
0,softmaxBeta2.5_5,"[407, 809, 1207, 1607, 1997, 2389, 2775, 3162, 3549, 3926, 4298, 4670, 5046, 5420, 5797, 6175, 6546]","[(13, 13), [12, 13], [11, 13], [10, 13], [9, 13], [8, 13], [7, 13], [7, 12], [7, 11], [7, 10], [6, 10], [6, 9], [6, 8], [5, 8], [4, 8], [3, 8], [3, 7], [2, 7]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0)]",[],0,"(13, 13)","(2, 7)","(7, 2)",2
1,softmaxBeta2.5_5,"[382, 759, 1140, 1544, 1929, 2305, 2679, 3053, 3432, 3839, 4219, 4596, 4975, 5356, 5734]","[(4, 1), [5, 1], [6, 1], [6, 2], [6, 3], [6, 4], [7, 4], [7, 5], [8, 5], [9, 5], [9, 6], [10, 6], [10, 7], [11, 7], [12, 7], [13, 7]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0)]",[],0,"(4, 1)","(13, 7)","(10, 10)",2
2,softmaxBeta2.5_5,"[382, 760, 1139, 1544, 1923, 2290, 2661, 3029, 3397, 3765, 4138, 4515, 4893, 5270, 5651]","[(12, 3), [11, 3], [10, 3], [10, 4], [10, 5], [9, 5], [8, 5], [7, 5], [6, 5], [5, 5], [5, 6], [5, 7], [4, 7], [4, 8], [3, 8], [3, 9]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1)]",[],0,"(12, 3)","(6, 12)","(3, 9)",6
3,softmaxBeta2.5_5,"[381, 759, 1139, 1548, 1948, 2343, 2735, 3129, 3522, 3915, 4304, 4691, 5083, 5473, 5866, 6291, 6682]","[(2, 13), [2, 12], [3, 12], [3, 11], [4, 11], [4, 10], [4, 9], [4, 8], [4, 7], [5, 7], [6, 7], [6, 6], [6, 5], [7, 5], [8, 5], [8, 4], [8, 3], [8, 2]]","[(0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1)]",[],0,"(2, 13)","(8, 2)","(13, 7)",6
4,softmaxBeta2.5_5,"[396, 789, 1189, 1595, 1989, 2382, 2775, 3168, 3560, 3950, 4344, 4735, 5127, 5519, 5907, 6299]","[(13, 11), [12, 11], [12, 10], [12, 9], [12, 8], [11, 8], [10, 8], [10, 7], [9, 7], [8, 7], [8, 6], [7, 6], [6, 6], [6, 5], [5, 5], [4, 5], [3, 5]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0)]",[],0,"(13, 11)","(3, 5)","(7, 1)",4
5,softmaxBeta2.5_5,"[399, 792, 1193, 1608, 2007, 2402, 2795, 3189, 3611, 4004, 4398, 4791, 5185, 5576, 5969, 6362]","[(2, 11), [3, 11], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [9, 9], [9, 8], [10, 8], [11, 8], [11, 7], [12, 7], [12, 6], [12, 5]]","[(1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1)]",[],0,"(2, 11)","(8, 1)","(12, 5)",4
6,softmaxBeta2.5_5,"[396, 790, 1186, 1599, 1997, 2390, 2783, 3174, 3570, 3961, 4353, 4746, 5136, 5528, 5921]","[(2, 3), [3, 3], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [8, 5], [9, 5], [10, 5], [10, 6], [10, 7], [10, 8], [11, 8], [11, 9]]","[(1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1)]",[],0,"(2, 3)","(11, 9)","(8, 12)",4
7,softmaxBeta2.5_5,"[396, 790, 1185, 1597, 1994, 2386, 2780, 3173, 3565, 3956, 4379, 4772, 5163, 5554, 5945, 6336]","[(13, 11), [13, 10], [13, 9], [12, 9], [11, 9], [11, 8], [10, 8], [10, 7], [10, 6], [10, 5], [9, 5], [8, 5], [8, 4], [7, 4], [7, 3], [7, 2], [7, 1]]","[(0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1)]",[],0,"(13, 11)","(3, 5)","(7, 1)",2
8,softmaxBeta2.5_5,"[391, 780, 1173, 1585, 1979, 2370, 2760, 3149, 3538, 3929, 4320, 4709, 5096, 5484, 5872, 6261, 6648]","[(1, 13), [2, 13], [3, 13], [4, 13], [5, 13], [6, 13], [7, 13], [8, 13], [9, 13], [9, 12], [10, 12], [11, 12], [11, 11], [11, 10], [12, 10], [12, 9], [12, 8], [12, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1)]",[],0,"(1, 13)","(7, 2)","(12, 7)",2
9,softmaxBeta2.5_5,"[391, 782, 1175, 1585, 1982, 2373, 2764, 3157, 3548, 3938, 4327, 4719, 5109, 5498, 5890]","[(4, 1), [4, 2], [5, 2], [5, 3], [5, 4], [6, 4], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [9, 10], [10, 10]]","[(0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0)]",[],0,"(4, 1)","(13, 7)","(10, 10)",4
