,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,minSteps
0,specailnoise0_softmaxBeta2.5_2,"[447, 920, 1378, 1868, 2327, 2780, 3235, 3682, 4135, 4586, 5034, 5480, 5923, 6375]","[(12, 4), [12, 5], [12, 6], [11, 6], [10, 6], [9, 6], [9, 7], [9, 8], [8, 8], [7, 8], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9]]","[(0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2]",0,"(12, 4)","(7, 13)","(3, 9)",2
1,specailnoise0_softmaxBeta2.5_2,"[438, 871, 1338, 1781, 2215, 2645, 3084, 3523, 3955, 4383, 4810, 5246, 5694]","[(12, 13), [11, 13], [10, 13], [10, 12], [10, 11], [9, 11], [8, 11], [7, 11], [7, 10], [6, 10], [5, 10], [4, 10], [4, 9], [4, 8]]","[(-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",0,"(12, 13)","(4, 8)","(7, 5)",2
2,specailnoise0_softmaxBeta2.5_2,"[453, 890, 1338, 1867, 2308, 2752, 3197, 3636, 4078, 4534, 4981, 5420, 5859, 6297, 6738, 7192]","[(1, 12), [2, 12], [3, 12], [3, 11], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [9, 9], [9, 8], [9, 7], [10, 7], [11, 7], [12, 7]]","[(1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 2, 2, 2]",0,"(1, 12)","(6, 1)","(12, 7)",6
3,specailnoise0_softmaxBeta2.5_2,"[447, 899, 1344, 1791, 2243, 2690, 3135, 3576, 4016, 4456, 4904, 5348, 5790, 6232, 6671, 7116]","[(13, 2), [13, 3], [13, 4], [12, 4], [11, 4], [10, 4], [10, 5], [9, 5], [9, 6], [9, 7], [9, 8], [8, 8], [8, 9], [8, 10], [8, 11], [8, 12], [8, 13]]","[(0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",0,"(13, 2)","(8, 13)","(2, 7)",10
4,specailnoise0_softmaxBeta2.5_2,"[445, 894, 1344, 1822, 2286, 2752, 3239, 3684, 4129, 4570, 5011, 5452, 5895, 6338, 6811, 7256]","[(2, 12), [3, 12], [4, 12], [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [9, 11], [9, 10], [10, 10], [11, 10], [12, 10], [13, 10], [13, 9], [13, 8], [13, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 2, 2, 0, 0, 0]",0,"(2, 12)","(7, 1)","(13, 7)",2
5,specailnoise0_softmaxBeta2.5_2,"[444, 887, 1330, 1780, 2224, 2664, 3102, 3544, 3987, 4426, 4869, 5314, 5758, 6199, 6640, 7084]","[(1, 12), [1, 11], [2, 11], [3, 11], [3, 10], [3, 9], [3, 8], [3, 7], [3, 6], [4, 6], [5, 6], [6, 6], [6, 5], [6, 4], [6, 3], [6, 2], [6, 1]]","[(0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1]",0,"(1, 12)","(6, 1)","(12, 7)",6
6,specailnoise0_softmaxBeta2.5_2,"[450, 894, 1342, 1797, 2238, 2683, 3156, 3672, 4116, 4590, 5056, 5509, 5955, 6397]","[(4, 12), [4, 11], [4, 10], [4, 9], [4, 8], [4, 7], [4, 6], [4, 5], [4, 4], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0,"(4, 12)","(9, 3)","(13, 7)",2
7,specailnoise0_softmaxBeta2.5_2,"[440, 875, 1318, 1797, 2240, 2674, 3113, 3549, 3988, 4429, 4868, 5304, 5752, 6189, 6627, 7063]","[(1, 1), [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [7, 5], [8, 5], [9, 5], [9, 6], [10, 6], [11, 6], [12, 6]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1]",0,"(1, 1)","(12, 6)","(6, 12)",2
8,specailnoise0_softmaxBeta2.5_2,"[444, 883, 1330, 1783, 2224, 2664, 3106, 3576, 4014, 4457, 4904, 5350, 5788, 6232, 6675]","[(13, 11), [13, 10], [13, 9], [12, 9], [11, 9], [10, 9], [10, 8], [9, 8], [9, 7], [9, 6], [9, 5], [8, 5], [8, 4], [8, 3], [8, 2], [8, 1]]","[(0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 2, 2]",0,"(13, 11)","(3, 6)","(8, 1)",10
9,specailnoise0_softmaxBeta2.5_2,"[449, 894, 1361, 1816, 2262, 2752, 3197, 3642, 4091, 4544, 4990, 5440, 5882]","[(3, 9), [3, 8], [4, 8], [4, 7], [4, 6], [5, 6], [6, 6], [6, 5], [7, 5], [8, 5], [9, 5], [9, 4], [10, 4], [11, 4]]","[(0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2]",0,"(3, 9)","(8, 1)","(11, 4)",4
