,name,reactionTime,trajectory,aimAction,noisePoint,noiseNumber,playerGrid,target1,target2,minSteps
0,noise0_softmaxBeta2.5_11,"[422, 842, 1271, 1709, 2140, 2561, 2979, 3402, 3821, 4240, 4658, 5079, 5497, 5918, 6336]","[(3, 3), [3, 4], [3, 5], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7], [6, 8], [7, 8], [8, 8], [8, 9], [8, 10], [8, 11], [8, 12], [8, 13]]","[(0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],0,"(3, 3)","(13, 8)","(8, 13)",2
1,noise0_softmaxBeta2.5_11,"[426, 840, 1263, 1698, 2112, 2526, 2971, 3385, 3799, 4214, 4631, 5046, 5463, 5877, 6292]","[(2, 11), [2, 10], [2, 9], [3, 9], [3, 8], [3, 7], [3, 6], [3, 5], [3, 4], [4, 4], [5, 4], [5, 3], [6, 3], [6, 2], [6, 1], [7, 1]]","[(0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0)]",[],0,"(2, 11)","(7, 1)","(12, 6)",4
2,noise0_softmaxBeta2.5_11,"[420, 840, 1266, 1702, 2117, 2535, 2951, 3366, 3781, 4197, 4612, 5029, 5444, 5860, 6276]","[(12, 3), [12, 4], [12, 5], [11, 5], [10, 5], [9, 5], [8, 5], [8, 6], [8, 7], [8, 8], [8, 9], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13]]","[(0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[],0,"(12, 3)","(7, 13)","(2, 8)",6
3,noise0_softmaxBeta2.5_11,"[407, 811, 1223, 1650, 2058, 2461, 2894, 3299, 3702, 4108, 4511, 4914, 5319]","[(13, 1), [13, 2], [13, 3], [12, 3], [11, 3], [10, 3], [9, 3], [8, 3], [7, 3], [6, 3], [6, 4], [5, 4], [5, 5], [5, 6]]","[(0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1)]",[],0,"(13, 1)","(8, 9)","(5, 6)",6
4,noise0_softmaxBeta2.5_11,"[418, 837, 1262, 1699, 2114, 2529, 2945, 3361, 3779, 4192, 4608, 5021, 5435, 5850, 6264, 6678]","[(1, 12), [2, 12], [2, 11], [2, 10], [3, 10], [3, 9], [4, 9], [4, 8], [5, 8], [6, 8], [6, 7], [6, 6], [6, 5], [6, 4], [6, 3], [6, 2], [6, 1]]","[(1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],0,"(1, 12)","(6, 1)","(12, 7)",10
5,noise0_softmaxBeta2.5_11,"[423, 841, 1307, 1740, 2155, 2570, 2987, 3404, 3822, 4242, 4661, 5081, 5500, 5917]","[(3, 11), [3, 10], [4, 10], [4, 9], [4, 8], [5, 8], [6, 8], [6, 7], [6, 6], [7, 6], [7, 5], [8, 5], [8, 4], [8, 3], [8, 2]]","[(0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1)]",[],0,"(3, 11)","(8, 2)","(12, 6)",4
6,noise0_softmaxBeta2.5_11,"[414, 825, 1244, 1704, 2115, 2525, 2937, 3349, 3758, 4170, 4579, 4990, 5402]","[(2, 3), [2, 4], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11], [4, 11], [5, 11], [6, 11], [7, 11]]","[(0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[],0,"(2, 3)","(10, 8)","(7, 11)",4
7,noise0_softmaxBeta2.5_11,"[412, 824, 1244, 1677, 2089, 2498, 2909, 3320, 3729, 4139, 4547, 4959, 5368, 5780, 6189, 6600]","[(1, 13), [2, 13], [3, 13], [3, 12], [3, 11], [4, 11], [5, 11], [5, 10], [5, 9], [5, 8], [6, 8], [7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [12, 8]]","[(1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],0,"(1, 13)","(6, 2)","(12, 8)",6
8,noise0_softmaxBeta2.5_11,"[428, 852, 1281, 1723, 2138, 2554, 2968, 3382, 3794, 4212, 4627, 5041, 5457]","[(10, 9), [9, 9], [9, 8], [9, 7], [9, 6], [9, 5], [9, 4], [9, 3], [9, 2], [8, 2], [7, 2], [6, 2], [5, 2], [5, 1]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]",[],0,"(10, 9)","(2, 4)","(5, 1)",4
9,noise0_softmaxBeta2.5_11,"[410, 824, 1251, 1685, 2100, 2550, 3000, 3459, 3891, 4317, 4829, 5259, 5675, 6094, 6592, 7016]","[(1, 2), [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [5, 5], [6, 5], [6, 6], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],0,"(1, 2)","(12, 7)","(6, 13)",2
