,name,reactionTime,trajectory,aimAction,noisePoint,noiseNumber,playerGrid,target1,target2,minSteps
0,noise0.1_softmaxBeta2.5_0,"[463, 920, 1394, 1867, 2325, 2781, 3241, 3698, 4160, 4619, 5079, 5541, 5998, 6455, 6910, 7371, 7826, 8321]","[(1, 2), [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6], [4, 6], [5, 7], [5, 8], [5, 9], [5, 10], [4, 9], [4, 10], [5, 10], [5, 11], [6, 11], [6, 12], [6, 13]]","[(1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1)]","[8, 12]",2,"(1, 2)","(12, 7)","(6, 13)",6
1,noise0.1_softmaxBeta2.5_0,"[468, 926, 1401, 1874, 2331, 2789, 3244, 3702, 4160, 4615, 5072, 5531, 5989, 6443, 6901, 7358]","[(2, 13), [3, 13], [3, 12], [4, 12], [4, 11], [4, 10], [4, 9], [5, 9], [6, 9], [6, 8], [6, 7], [6, 6], [6, 5], [6, 4], [6, 3], [7, 3], [7, 2]]","[(1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1)]",[],0,"(2, 13)","(7, 2)","(13, 8)",10
2,noise0.1_softmaxBeta2.5_0,"[462, 920, 1393, 1866, 2323, 2780, 3238, 3694, 4151, 4611, 5068, 5523, 5981, 6438, 6896, 7352, 7839, 8297, 8753]","[(13, 1), [13, 2], [14, 1], [13, 1], [13, 2], [13, 3], [12, 3], [11, 3], [10, 3], [10, 4], [10, 5], [9, 5], [8, 5], [7, 5], [6, 5], [5, 5], [4, 5], [3, 5], [2, 5], [2, 6]]","[(0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[2],1,"(13, 1)","(8, 12)","(2, 6)",10
3,noise0.1_softmaxBeta2.5_0,"[465, 927, 1402, 1866, 2315, 2772, 3229, 3688, 4145, 4606, 5063, 5519, 5978, 6437, 6896, 7355, 7817]","[(3, 3), [4, 3], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [5, 5], [6, 5], [7, 5], [7, 6], [7, 7], [8, 7], [8, 8], [8, 9], [8, 10], [8, 11], [8, 12]]","[(1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[2],1,"(3, 3)","(12, 8)","(8, 12)",10
4,noise0.1_softmaxBeta2.5_0,"[461, 921, 1397, 1874, 2335, 2794, 3254, 3711, 4171, 4629, 5117, 5573, 6033, 6492, 6948, 7405]","[(3, 12), [3, 11], [4, 11], [5, 11], [5, 10], [5, 9], [6, 9], [7, 9], [7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [12, 9], [12, 8], [12, 7], [13, 7]]","[(0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0)]",[13],1,"(3, 12)","(8, 2)","(13, 7)",10
5,noise0.1_softmaxBeta2.5_0,"[461, 915, 1386, 1856, 2310, 2800, 3255, 3711, 4164, 4620, 5075, 5528, 5982, 6436, 6891]","[(2, 4), [3, 4], [4, 4], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [9, 4], [9, 5], [9, 6], [9, 7], [9, 8], [9, 9], [10, 9]]","[(1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[3],1,"(2, 4)","(10, 9)","(7, 12)",4
6,noise0.1_softmaxBeta2.5_0,"[453, 901, 1364, 1833, 2280, 2730, 3179, 3629, 4078, 4529, 4977, 5425, 5873]","[(12, 12), [12, 11], [12, 10], [11, 10], [10, 10], [9, 10], [8, 10], [8, 9], [8, 8], [7, 8], [6, 8], [5, 8], [4, 8], [4, 7]]","[(0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]",[],0,"(12, 12)","(4, 7)","(7, 4)",6
7,noise0.1_softmaxBeta2.5_0,"[460, 945, 1421, 1893, 2349, 2805, 3260, 3715, 4169, 4623, 5078, 5534, 5988, 6441, 6893, 7343, 7796]","[(11, 1), [10, 1], [9, 1], [8, 1], [7, 1], [6, 1], [5, 1], [5, 2], [5, 3], [6, 3], [5, 3], [5, 4], [4, 4], [4, 5], [3, 5], [2, 5], [2, 6], [1, 6]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[9],1,"(11, 1)","(6, 11)","(1, 6)",2
8,noise0.1_softmaxBeta2.5_0,"[458, 914, 1386, 1854, 2304, 2754, 3204, 3651, 4101, 4555, 5012, 5468, 5919, 6374, 6862, 7320, 7778]","[(12, 12), [11, 12], [11, 11], [11, 10], [11, 9], [10, 9], [10, 9], [9, 9], [8, 9], [8, 8], [8, 7], [8, 6], [8, 5], [9, 4], [9, 3], [8, 3], [8, 2], [7, 2]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0)]","[6, 13]",2,"(12, 12)","(2, 7)","(7, 2)",4
9,noise0.1_softmaxBeta2.5_0,"[450, 899, 1366, 1834, 2280, 2723, 3166, 3610, 4056, 4499, 4942, 5391, 5836, 6284, 6729]","[(1, 2), [1, 3], [2, 3], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [6, 10], [6, 11], [6, 12]]","[(0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1)]",[],0,"(1, 2)","(11, 7)","(6, 12)",10
