,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,minSteps
0,noise0.67_softmaxBeta2.5_8,"[550, 1048, 1613, 2118, 2692, 3195, 3702, 4205, 4713, 5220, 5732, 6240, 6781, 7290, 7798, 8303, 8813, 9323, 9833, 10342, 10856, 11368, 11882, 12390, 12901, 13408, 13916, 14425, 14934, 15447, 15957, 16469, 16974, 17481, 17987, 18492, 18997, 19497, 19996, 20501, 21003, 21508, 22035, 22539, 23041, 23544, 24041, 24545, 25043, 25546, 26045, 26544, 27040, 27540, 28036, 28538, 29036]","[(11, 2), [10, 2], [11, 2], [12, 2], [12, 3], [13, 3], [12, 3], [11, 3], [11, 2], [10, 2], [11, 3], [12, 3], [12, 2], [12, 1], [13, 1], [12, 1], [12, 0], [13, 0], [13, 0], [14, 0], [13, 0], [12, 0], [12, 0], [11, 0], [10, 0], [10, 1], [11, 1], [10, 1], [11, 1], [12, 1], [11, 1], [10, 1], [10, 2], [10, 1], [10, 2], [11, 2], [12, 2], [12, 1], [12, 2], [12, 3], [12, 4], [11, 4], [10, 4], [9, 4], [10, 4], [11, 4], [10, 4], [9, 4], [8, 4], [8, 4], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [6, 10]]","[(-1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (-1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, 1), (1, 0), (-1, 0), (1, 0), (1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1), (0, 1), (1, 0), (1, 0), (0, -1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1)]","[2, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",2,"(11, 2)","(6, 10)","(3, 7)",6
1,noise0.67_softmaxBeta2.5_8,"[508, 1011, 1521, 2015, 2501, 2982, 3498, 3978, 4463, 4949, 5434, 5919, 6407, 6893, 7378, 7863, 8346, 8832, 9319, 9810, 10302, 10817, 11302, 11791, 12286, 12788, 13291, 13791, 14294, 14800, 15305, 15809, 16311, 16812, 17311, 17814, 18315, 18819, 19322, 19829, 20334, 20837, 21339, 21844, 22347, 22850, 23386, 23885, 24386, 24885, 25389, 25888]","[(2, 1), [2, 0], [2, 1], [2, 0], [2, 1], [2, 2], [2, 3], [3, 3], [3, 4], [3, 3], [3, 2], [2, 2], [2, 3], [2, 3], [1, 3], [1, 4], [1, 3], [1, 4], [0, 4], [1, 4], [1, 3], [1, 2], [2, 2], [1, 2], [2, 2], [3, 2], [2, 2], [2, 1], [1, 1], [1, 2], [0, 2], [0, 3], [0, 4], [0, 5], [0, 4], [1, 4], [0, 4], [0, 5], [0, 6], [0, 6], [1, 6], [2, 6], [2, 7], [2, 8], [3, 8], [3, 9], [4, 9], [4, 10], [5, 10], [6, 10], [6, 11], [6, 12], [7, 12]]","[(0, -1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, -1), (0, -1), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, -1), (0, 1), (-1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (-1, 0), (1, 0), (1, 0), (-1, 0), (0, -1), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, -1), (1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2, 0, 0, 2, 2, 0]",0,"(2, 1)","(13, 6)","(7, 12)",4
2,noise0.67_softmaxBeta2.5_8,"[503, 1000, 1522, 2028, 2528, 3027, 3528, 4024, 4529, 5026, 5527, 6025, 6528, 7054, 7558, 8058, 8562, 9068, 9580, 10089, 10599, 11107, 11618, 12126, 12638, 13144, 13656, 14162, 14702, 15208, 15719, 16225, 16735, 17244, 17754, 18259, 18768, 19278, 19790, 20297, 20807, 21314, 21823, 22328, 22836, 23341, 23846, 24348, 24856, 25364, 25873, 26380, 26890, 27396, 27906, 28414, 28924, 29430, 29940, 30447]","[(2, 13), [1, 13], [2, 12], [3, 12], [3, 13], [4, 13], [4, 14], [5, 14], [4, 14], [5, 14], [4, 14], [3, 14], [2, 14], [1, 14], [2, 14], [1, 14], [2, 14], [2, 13], [3, 13], [3, 12], [2, 12], [1, 12], [2, 12], [2, 13], [2, 14], [3, 14], [3, 13], [3, 14], [3, 13], [3, 12], [2, 12], [2, 11], [3, 11], [3, 10], [3, 9], [3, 8], [3, 7], [3, 8], [3, 9], [2, 9], [2, 8], [3, 8], [3, 9], [3, 9], [3, 8], [2, 8], [2, 7], [3, 7], [3, 8], [3, 7], [4, 7], [5, 7], [5, 8], [6, 8], [7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [12, 8], [13, 8]]","[(-1, 0), (0, -1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (-1, 0), (-1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, -1), (0, 1), (0, -1), (0, -1), (-1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, 1), (-1, 0), (0, -1), (1, 0), (0, 1), (1, 0), (0, -1), (-1, 0), (0, -1), (1, 0), (0, 1), (0, -1), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 2, 0, 0, 2, 2, 2, 2, 2, 2]",1,"(2, 13)","(7, 2)","(13, 8)",4
3,noise0.67_softmaxBeta2.5_8,"[503, 1003, 1525, 2035, 2537, 3041, 3545, 4048, 4550, 5051, 5552, 6055, 6555, 7056, 7556, 8057, 8557, 9059, 9563, 10067, 10569, 11069, 11570, 12072, 12575, 13081, 13583, 14090, 14596, 15099, 15600, 16106, 16608, 17112, 17613, 18117, 18620, 19124, 19627, 20132, 20672, 21179, 21684, 22196, 22699, 23207, 23715, 24226, 24731, 25242, 25746, 26254, 26762, 27269, 27774, 28287, 28792, 29299, 29806, 30315, 30818, 31328, 31831, 32344, 32849, 33356, 33860, 34371, 34874, 35380, 35884, 36390, 36895, 37405, 37908, 38414, 38919]","[(10, 10), [11, 10], [11, 9], [11, 10], [11, 11], [10, 11], [9, 11], [10, 11], [9, 11], [9, 12], [9, 13], [9, 14], [8, 14], [7, 14], [7, 14], [8, 14], [7, 14], [8, 14], [8, 13], [8, 14], [8, 14], [7, 14], [7, 14], [6, 14], [7, 14], [7, 13], [7, 14], [6, 14], [5, 14], [4, 14], [4, 13], [5, 13], [4, 13], [3, 13], [3, 12], [2, 12], [1, 12], [2, 12], [1, 12], [2, 12], [2, 13], [2, 14], [2, 13], [3, 13], [3, 14], [4, 14], [5, 14], [6, 14], [7, 14], [8, 14], [8, 13], [9, 13], [10, 13], [10, 12], [10, 13], [9, 13], [9, 14], [9, 13], [9, 14], [9, 13], [8, 13], [8, 14], [7, 14], [6, 14], [5, 14], [4, 14], [4, 13], [4, 12], [3, 12], [3, 11], [3, 10], [3, 9], [3, 8], [3, 7], [2, 7], [2, 6], [1, 6], [1, 5]]","[(1, 0), (0, -1), (0, 1), (0, 1), (-1, 0), (-1, 0), (1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (1, 0), (-1, 0), (1, 0), (0, -1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (1, 0), (0, -1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (1, 0), (-1, 0), (1, 0), (0, 1), (0, 1), (0, -1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (0, 1), (-1, 0), (0, 1), (0, -1), (0, 1), (0, -1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 1, 1, 2, 1, 2, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",0,"(10, 10)","(1, 5)","(5, 1)",2
4,noise0.67_softmaxBeta2.5_8,"[509, 1016, 1541, 2052, 2561, 3068, 3574, 4079, 4586, 5093, 5601, 6104, 6598, 7089, 7582, 8072, 8566, 9065, 9573, 10079, 10589, 11094, 11631, 12141, 12646, 13139, 13631, 14127, 14618, 15108, 15605, 16113, 16617, 17112, 17614, 18121, 18629, 19135, 19642, 20151, 20659, 21170, 21677, 22186, 22690, 23198, 23702, 24214, 24720, 25227, 25736, 26246, 26753, 27262, 27770, 28280, 28785, 29292, 29796, 30306, 30810, 31321, 31824, 32337, 32844, 33355, 33859, 34369, 34878, 35388, 35922, 36434, 36941, 37460, 37966, 38478, 38985, 39489, 39994, 40505, 41012, 41523, 42030, 42542, 43048, 43558, 44064, 44573, 45081, 45590, 46096, 46605, 47114, 47621, 48131, 48639, 49149, 49657, 50169, 50677, 51187, 51695, 52202, 52712]","[(3, 10), [2, 10], [3, 10], [2, 10], [1, 10], [2, 10], [1, 10], [0, 10], [0, 10], [0, 11], [0, 12], [0, 11], [0, 12], [0, 13], [0, 14], [1, 14], [1, 14], [2, 14], [3, 14], [2, 14], [1, 14], [2, 14], [1, 14], [0, 14], [0, 13], [0, 14], [1, 14], [0, 14], [0, 13], [1, 13], [1, 14], [0, 14], [1, 14], [0, 14], [1, 14], [2, 14], [2, 13], [2, 12], [2, 13], [2, 14], [2, 14], [3, 14], [4, 14], [4, 13], [3, 13], [3, 14], [2, 14], [2, 13], [1, 13], [2, 13], [1, 13], [1, 12], [2, 12], [2, 13], [1, 13], [2, 13], [2, 14], [1, 14], [1, 13], [2, 13], [2, 12], [2, 11], [3, 11], [3, 12], [3, 13], [2, 13], [2, 14], [2, 13], [2, 14], [3, 14], [2, 14], [2, 13], [2, 12], [3, 12], [3, 11], [3, 10], [3, 9], [3, 8], [3, 8], [2, 8], [3, 8], [2, 8], [3, 8], [2, 8], [1, 8], [1, 7], [0, 7], [0, 6], [0, 7], [0, 6], [0, 7], [0, 7], [0, 6], [0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [4, 4], [5, 4], [6, 4], [7, 4], [7, 3], [7, 2], [8, 2]]","[(-1, 0), (1, 0), (-1, 0), (0, -1), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (1, 0), (-1, 0), (0, -1), (1, 0), (0, 1), (-1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, -1), (-1, 0), (0, 1), (-1, 0), (0, -1), (-1, 0), (1, 0), (-1, 0), (0, -1), (1, 0), (0, 1), (-1, 0), (1, 0), (0, 1), (-1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, -1), (0, 1), (1, 0), (-1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, 1), (0, -1), (0, 1), (-1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",1,"(3, 10)","(8, 2)","(11, 5)",4
5,noise0.67_softmaxBeta2.5_8,"[509, 1015, 1542, 2056, 2565, 3072, 3579, 4084, 4626, 5134, 5645, 6152, 6662, 7168, 7675, 8182, 8690, 9195, 9703, 10209, 10718]","[(2, 11), [1, 11], [0, 11], [1, 11], [1, 10], [1, 9], [1, 8], [1, 7], [0, 6], [0, 7], [0, 6], [0, 5], [0, 4], [1, 3], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [6, 1], [7, 1]]","[(-1, 0), (-1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0)]","[8, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",2,"(2, 11)","(7, 1)","(12, 6)",2
6,noise0.67_softmaxBeta2.5_8,"[506, 1015, 1540, 2060, 2567, 3075, 3579, 4088, 4592, 5099, 5605, 6115, 6621, 7131, 7636, 8142, 8647, 9154, 9661, 10169, 10673, 11180, 11684, 12192, 12724, 13228, 13730, 14236, 14742, 15242, 15750, 16254, 16761, 17262, 17771, 18277, 18781, 19286, 19788, 20288, 20795, 21298, 21813, 22321, 22836, 23342, 23858, 24367, 24879, 25390, 25903, 26414, 26926, 27432, 27947, 28456, 28966, 29503, 30017, 30522, 31034, 31543, 32055, 32564, 33077, 33585, 34097, 34605, 35119, 35631, 36142, 36653, 37165, 37678, 38184, 38693, 39202, 39712, 40218, 40727, 41235, 41748, 42258, 42767, 43276, 43788, 44300, 44842, 45349, 45860, 46368, 46880, 47388, 47894, 48401, 48912, 49419, 49925, 50431, 50938, 51445, 51953, 52455, 52963, 53468, 53979, 54481, 54985, 55519, 56024, 56525, 57032, 57543, 58051, 58558, 59065, 59570, 60078, 60576, 61081, 61587, 62094, 62592, 63124, 63628, 64132, 64632]","[(1, 12), [2, 12], [2, 13], [2, 12], [2, 13], [2, 12], [3, 12], [2, 12], [2, 12], [1, 12], [1, 11], [1, 10], [0, 10], [1, 10], [1, 11], [1, 10], [0, 10], [0, 11], [0, 12], [1, 12], [1, 11], [1, 12], [1, 13], [2, 13], [2, 14], [2, 13], [3, 13], [2, 13], [2, 14], [2, 13], [2, 12], [3, 12], [4, 12], [3, 12], [3, 11], [3, 11], [3, 11], [3, 12], [4, 12], [4, 13], [3, 13], [4, 13], [3, 13], [4, 13], [3, 13], [4, 13], [3, 13], [2, 13], [3, 13], [2, 13], [3, 13], [3, 12], [3, 13], [3, 14], [4, 14], [3, 14], [3, 13], [2, 13], [3, 13], [2, 13], [1, 13], [1, 12], [1, 11], [1, 10], [1, 11], [1, 12], [2, 12], [3, 12], [3, 11], [3, 12], [2, 12], [2, 13], [2, 12], [3, 12], [3, 13], [3, 14], [2, 14], [1, 14], [1, 13], [1, 12], [1, 11], [0, 11], [1, 11], [1, 11], [0, 11], [1, 11], [1, 11], [1, 12], [2, 12], [1, 12], [1, 13], [1, 14], [0, 14], [1, 14], [0, 14], [1, 14], [0, 14], [0, 13], [1, 13], [1, 14], [0, 14], [0, 13], [1, 13], [2, 13], [3, 13], [3, 14], [2, 14], [3, 14], [4, 14], [3, 14], [4, 14], [5, 14], [6, 14], [7, 14], [7, 13], [7, 12], [7, 13], [7, 12], [8, 12], [9, 12], [10, 12], [10, 11], [10, 10], [11, 10], [11, 9], [11, 8], [12, 8], [12, 7]]","[(1, 0), (0, 1), (0, -1), (0, 1), (0, -1), (1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (1, 0), (0, 1), (0, -1), (-1, 0), (0, 1), (0, 1), (1, 0), (0, -1), (0, 1), (0, 1), (1, 0), (0, 1), (0, -1), (1, 0), (-1, 0), (0, 1), (0, -1), (0, -1), (1, 0), (1, 0), (-1, 0), (0, -1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (-1, 0), (1, 0), (-1, 0), (1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (1, 0), (0, -1), (0, 1), (0, 1), (1, 0), (-1, 0), (0, -1), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, 1), (0, 1), (1, 0), (1, 0), (0, -1), (0, 1), (-1, 0), (0, 1), (0, -1), (1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (1, 0), (-1, 0), (1, 0), (-1, 0), (0, -1), (1, 0), (0, 1), (-1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, 1), (-1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, 1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2, 2, 0, 0, 2, 0, 0, 2, 0]",0,"(1, 12)","(6, 1)","(12, 7)",2
7,noise0.67_softmaxBeta2.5_8,"[505, 1008, 1533, 2049, 2554, 3063, 3565, 4070, 4575, 5080, 5581, 6086, 6589, 7097, 7600, 8104, 8609, 9115, 9618, 10126, 10631, 11172, 11674, 12183, 12689, 13202, 13710, 14222, 14729, 15239]","[(3, 13), [4, 13], [4, 14], [5, 14], [6, 14], [6, 13], [7, 13], [7, 14], [8, 14], [9, 14], [8, 14], [8, 13], [8, 14], [8, 14], [8, 13], [9, 13], [9, 14], [9, 14], [9, 14], [9, 13], [10, 13], [9, 13], [9, 12], [9, 11], [10, 11], [10, 10], [10, 9], [11, 9], [12, 9], [13, 9], [13, 8]]","[(1, 0), (0, 1), (1, 0), (1, 0), (0, -1), (1, 0), (0, 1), (1, 0), (1, 0), (-1, 0), (0, -1), (0, 1), (0, 1), (0, -1), (1, 0), (0, 1), (0, 1), (0, 1), (0, -1), (1, 0), (-1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 2, 2, 2, 0]",1,"(3, 13)","(8, 3)","(13, 8)",2
8,noise0.67_softmaxBeta2.5_8,"[506, 1018, 1538, 2057, 2564, 3078, 3584, 4094, 4605, 5114, 5653, 6163, 6669, 7181, 7691, 8201, 8718, 9231, 9740, 10250, 10757, 11268, 11774, 12285, 12794, 13334]","[(3, 1), [4, 2], [3, 2], [2, 2], [2, 1], [3, 1], [3, 0], [3, 0], [4, 0], [5, 0], [6, 0], [6, 0], [6, 0], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [6, 7], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10]]","[(-1, 0), (-1, 0), (-1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (-1, 0), (0, 1), (0, -1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0)]","[1, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 0]",2,"(3, 1)","(12, 6)","(8, 10)",6
9,noise0.67_softmaxBeta2.5_8,"[506, 1007, 1526, 2035, 2540, 3042, 3544, 4044, 4549, 5049, 5547, 6049, 6554, 7053, 7558, 8059, 8563, 9065, 9569, 10071, 10577, 11077, 11581, 12086, 12591, 13093, 13598, 14101, 14607, 15111, 15617, 16120, 16631, 17161, 17667, 18170, 18673, 19173, 19679, 20184, 20691, 21193, 21699, 22200, 22698, 23193, 23694, 24190, 24687, 25182, 25683, 26174]","[(13, 1), [14, 1], [14, 0], [13, 0], [13, 1], [12, 1], [13, 1], [12, 1], [11, 1], [11, 2], [12, 2], [12, 1], [12, 2], [12, 3], [13, 3], [13, 2], [12, 2], [12, 3], [13, 3], [14, 3], [13, 3], [14, 3], [13, 3], [13, 3], [14, 3], [13, 3], [12, 3], [12, 3], [11, 3], [11, 2], [11, 1], [11, 2], [11, 3], [11, 4], [10, 4], [9, 4], [9, 5], [8, 5], [8, 6], [9, 6], [9, 5], [10, 5], [11, 5], [10, 5], [9, 5], [8, 5], [8, 6], [8, 7], [8, 8], [8, 9], [8, 10], [8, 11], [8, 12]]","[(1, 0), (0, -1), (-1, 0), (0, 1), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, 1), (1, 0), (0, -1), (0, 1), (0, 1), (0, -1), (0, -1), (-1, 0), (0, 1), (1, 0), (1, 0), (-1, 0), (1, 0), (-1, 0), (0, 1), (1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, -1), (0, -1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (1, 0), (0, -1), (1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1,"(13, 1)","(8, 12)","(2, 6)",10
